13,48,15,0,0,-1073741812,0,0,0,1,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48
13,48,16,2,2,3,0,0,0,13,40,40,40,40,40,15,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1073741836,0,48,48,48,48,48,48,48,48,48,48
13,48,57,40,40,15,24,0,0,13,1610612788,50,50,51,50,15,1,2,3,0,0,0,0,1,2,6,2,2,2,6,2,3,48,48,48,48,48,48,48,48,48,48
13,48,50,51,50,15,0,0,0,13,1610612786,48,-1073741775,48,48,15,13,40,15,0,0,536870924,0,13,40,18,40,29,40,18,40,15,48,48,48,48,48,48,48,48,48,48
13,48,4,26,26,27,0,1073741836,0,13,1610612786,48,48,48,48,15,13,1610612788,15,0,0,0,1073741836,13,1610612788,30,50,50,51,30,50,15,48,48,48,48,48,48,48,48,48,48
13,48,15,1,2,2,2,2,3,25,26,26,26,26,26,27,13,1610612786,16,6,2,2,3,13,1610612786,48,48,48,48,48,48,15,48,48,48,48,48,48,48,48,48,48
13,48,15,13,40,40,40,40,16,2,2,2,2,3,0,0,13,1610612786,57,18,40,40,15,13,1610612786,48,48,48,48,48,48,15,48,48,48,48,48,48,48,48,48,48
17,48,16,17,1610612788,50,51,50,57,40,40,21,40,15,-1610612724,0,13,1610612786,50,30,50,50,15,13,1610612786,48,48,48,48,48,48,15,48,48,48,48,48,48,48,48,48,48
59,48,57,59,1610612786,48,48,48,50,50,50,50,50,16,2,2,17,1610612786,48,42,48,-1073741775,16,17,1610612786,48,48,48,48,48,-1610612687,16,48,48,48,48,48,48,48,48,48,48
50,53,50,50,53,42,48,49,48,48,48,48,48,57,40,40,59,1610612786,48,48,42,48,57,59,36,37,37,37,37,37,38,57,48,48,48,48,48,48,48,48,48,48
48,42,48,48,48,48,48,48,48,48,48,48,48,50,51,50,50,53,48,48,48,48,50,51,53,48,48,48,48,48,48,50,48,48,48,48,48,48,48,48,48,48
48,48,48,4,26,5,1610612789,48,48,-2147483599,48,48,48,48,48,48,48,48,48,48,48,48,48,4,26,26,26,26,26,26,26,26,48,48,48,48,48,48,48,48,48,48
48,48,48,15,0,13,1610612786,48,48,48,48,48,48,4,26,26,26,26,26,26,5,1610612789,48,15,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48
26,26,26,27,-1073741812,13,1610612786,48,48,4,26,26,26,27,1,2,2,2,2,2,17,1610612786,48,15,0,0,0,1,2,2,2,2,48,48,48,48,48,48,48,48,48,48
0,0,0,0,1,17,1610612786,48,48,16,2,3,0,0,13,40,19,40,40,20,59,1610612786,48,15,0,0,1073741836,13,40,10,11,40,48,48,48,48,48,48,48,48,48,48
0,1,2,2,17,59,1610612786,48,48,57,40,16,2,2,17,1610612788,31,50,50,32,50,53,-2147483599,15,0,0,0,13,1610612788,50,50,50,48,48,48,48,48,48,48,48,48,48
0,13,40,40,59,1610612788,53,48,48,50,50,57,40,40,59,1610612786,48,42,48,48,48,48,48,16,2,2,2,17,1610612786,48,48,48,48,48,48,48,48,48,48,48,48,48
0,13,1610612788,51,50,53,48,48,-2147483599,41,48,50,50,50,50,53,42,48,48,48,48,48,48,57,40,40,40,59,1610612786,48,48,48,48,48,48,48,48,48,48,48,48,48
0,13,1610612786,-536870863,48,48,48,48,48,-536870863,48,48,48,48,48,48,48,48,48,48,48,42,48,50,50,50,50,50,53,48,48,48,48,48,48,48,48,48,48,48,48,48
0,13,1610612786,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,-536870863,48,48,48,48,48,48,48,48,48,48,48
0,13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
0,13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
0,17,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
